index,budget,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,vote_count,genres,keywords,production_companies,production_countries,year,month,date,spoken_languages,cast,director,exec_prod,screenplay,composer,budget_range,runtime_range,century,genre,production_company,production_country,spoken_language,overview_length,num_spoken_languages,top30cast_yn,top100directors_yn,top100exec_prod_yn,top100screenplays_yn,top100composers_yn,top100prod_comp_yn,top15prod_country_yn
3531,5500000,11901,en,High Plains Drifter,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",19.127239000000007,1973-04-19,15700000,105.0,Welcome to Hell,High Plains Drifter,7.4,278,['Western'],"['gunslinger', 'desperation', 'outlaw']","['Universal Pictures', 'Malpaso Productions']",['United States of America'],1973.0,4.0,19.0,['English'],"['Clint Eastwood', 'Verna Bloom', 'Marianna Hill', 'Mitchell Ryan', 'Jack Ging']",Clint Eastwood,Jennings Lang,Ernest Tidyman,Dee Barton,5-10mil,100-110min,1970s,Western,Universal Pictures,United States of America,English,206,1,1,0,0,0,0,1,1
3534,5500000,33155,en,Galaxina,"Galaxina is a lifelike, voluptuous android who is assigned to oversee the operations of an intergalactic Space Police cruiser captained by incompetent Cornelius Butt. When a mission requires the ship's crew to be placed in suspended animation for decades, Galaxina finds herself alone for many years, developing emotions and falling in love with the ship's pilot, Thor.",2.141143,1980-06-06,4865000,95.0,She's too good to be true...and too real to be otherwise.,Galaxina,3.3,16,"['Comedy', 'Science Fiction']","['android', 'harley davidson', 'cryogenics', 'space travel', 'love', 'parody', 'spaceship', 'space', 'alien', 'motorcycle', 'exercise', 'lasers', 'force field', 'meta film', 'forcefield', 'motorbike', 'cryonics']",['Marimark Productions'],['United States of America'],1980.0,6.0,6.0,['English'],"['Dorothy Stratten', 'Stephen Macht', 'Avery Schreiber', 'Lionel Mark Smith', 'J.D. Hinton']",William Sachs,,William Sachs,,5-10mil,90-100min,1980s,Comedy,Marimark Productions,United States of America,English,369,1,1,0,0,0,0,0,1
3536,4361898,321,en,Mambo Italiano,"A sweet comic film about an Italian man who comes out of the closet and the affect it has on his life and his crazy family. A family movie about the stereotypes of homosexuals and Italians – called by critics ""the gay"" My Big Fat Greek Wedding.",2.080741,2003-06-06,3031801,92.0,Things change. Family doesn't.,Mambo Italiano,5.6,28,"['Comedy', 'Romance']","['gay', 'father son relationship', 'sex', 'italo-american', 'lovesickness', 'italian', 'canada', 'new love', 'coming out', 'macho', 'based on play', 'gay relationship', 'family', 'family feud', 'lgbt', 'emigrant']",['icon'],['Canada'],2003.0,6.0,6.0,"['English', 'Français', 'Italiano']","['Luke Kirby', 'Ginette Reno', 'Paul Sorvino', 'Mary Walsh', 'Peter Miller']",Émile Gaudreault,,Émile Gaudreault,Adam Broughton,0-5mil,90-100min,2000s,Comedy,icon,Canada,English,244,3,1,0,0,0,0,0,0
3537,5000000,4997,en,Wonderland,"On the afternoon of July 1, 1981, Los Angeles police responded to a distress call on Wonderland Avenue and discovered a grisly quadruple homicide. The police investigation that followed uncovered two versions of the events leading up to the brutal murders - both involving legendary porn actor John Holmes. You're about to experience both versions.",7.79068,2003-10-23,2466444,104.0,"Sex, drugs, murder. Welcome to L.A.",Wonderland,6.2,73,"['Crime', 'Drama', 'Mystery', 'Thriller']","['robbery', 'junkie', 'investigation', 'porno star', 'murder', 'los angeles', 'violence', 'drug']",['Lions Gate Films'],"['Canada', 'United States of America']",2003.0,10.0,23.0,['English'],"['Val Kilmer', 'Dylan McDermott', 'Kate Bosworth', 'Josh Lucas', 'Lisa Kudrow']",James Cox,,,Cliff Martinez,0-5mil,100-110min,2000s,Crime,Lions Gate Films,Canada,English,348,1,1,0,0,0,0,0,0
3538,6500000,925,en,Do the Right Thing,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",15.580335,1989-06-30,37295445,120.0,"It's the hottest day of the summer. You can do nothing, you can do something, or you can...",Do the Right Thing,7.6,292,['Drama'],"['black people', 'italo-american', 'police brutality', 'sun glasses', 'culture clash', 'street war', 'heat', 'restaurant critic', 'radio transmission', 'punk', 'chaos', 'police operation', 'pizzeria', 'pizza', 'money', 'racism', 'hip hop culture']","['Universal Pictures', '40 Acres & A Mule Filmworks']",['United States of America'],1989.0,6.0,30.0,['English'],"['Danny Aiello', 'Ossie Davis', 'Ruby Dee', 'Richard Edson', 'Giancarlo Esposito']",Spike Lee,,Spike Lee,Bill Lee,5-10mil,110-120min,1980s,Drama,Universal Pictures,United States of America,English,170,1,1,0,0,0,0,1,1
3541,0,979,fr,Irréversible,"Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect, and how time destroys everything.",32.476098,2002-05-22,792,97.0,Time destroys everything.,Irreversible,7.1,538,"['Drama', 'Thriller', 'Crime', 'Mystery']","['paris', 'prostitute', 'rape', 'sex', 'nudity', 'trauma', 'knife', 'assault', 'police', 'love', 'revenge', 'unsimulated sex', 'cruelty', 'brutality', 'violence', 'drug', 'dark', 'evil', 'boyfriend', 'rape and revenge', 'underpass', 'new french extremism']","['Eskwad', 'StudioCanal', 'Wild Bunch', 'Les Cinémas de la Zone', 'Nord-Ouest Productions', 'Canal+', '120 Films']",['France'],2002.0,5.0,22.0,['Français'],"['Monica Bellucci', 'Vincent Cassel', 'Albert Dupontel', 'Jo Prestia', 'Philippe Nahon']",Gaspar Noé,,,Thomas Bangalter,0-5mil,90-100min,2000s,Drama,Eskwad,France,Français,454,1,1,0,0,0,0,0,0
3543,2200000,7913,hi,Rang De Basanti,"A young idealistic English filmmaker, Sue, arrives in India to make a film on Indian revolutionaries Bhagat Singh, Chandrashekhar Azad and their contemporaries and their fight for freedom from the British Raj. Owing to a lack of funds, she recruits students from Delhi University to act in her docu-drama. She finds DJ, who passed out five years back but still wants to be a part of the University because he doesn't think there's too much out there in the real world to look forward to. Karan, the son of Industrialist Rajnath Singhania, who shares an uncomfortable relationship with his father, but continues to live off him, albeit very grudgingly. Aslam, is a middle class Muslim boy, who lives in the by-lanes near Jama Masjid, poet, philosopher and guide to his friends. Sukhi, the group's baby, innocent, vulnerable and with a weakness for only one thing - girls. Laxman Pandey...",5.206967,2006-01-26,11502151,157.0,A Generation Awakens,Rang De Basanti,7.2,97,['Drama'],"['new delhi india', ""students' movement"", 'war of independence', 'student', 'celebration']","['Flicks Motion Pictures', 'UTV Motion Pictures']",['India'],2006.0,1.0,26.0,['हिन्दी'],"['Aamir Khan', 'Soha Ali Khan', 'Alice Patten', 'Sharman Joshi', 'Kunal Kapoor']",Rakeysh Omprakash Mehra,,Rakeysh Omprakash Mehra,,0-5mil,150-200min,2000s,Drama,Flicks Motion Pictures,India,हिन्दी,887,1,1,0,0,0,0,0,0
3548,0,70670,en,Hodejegerne,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary..,20.821846,2011-08-04,15699707,100.0,The hunt is on.,Headhunters,7.1,399,"['Thriller', 'Crime']","['death of lover', 'art thief', 'art gallery', 'police investigation']","['Nordisk Film', 'Yellow Bird Films', 'Friland Produksjon', 'ARD Degeto Film']","['Germany', 'Norway']",2011.0,8.0,4.0,"['Dansk', 'English', 'Norsk', 'Pусский']","['Aksel Hennie', 'Nikolaj Coster-Waldau', 'Synnøve Macody Lund', 'Julie R. Ølgaard', 'Eivind Sander']",Morten Tyldum,Mikael Wallen,Lars Gudmestad,Jeppe Kaas,0-5mil,90-100min,2010s,Thriller,Nordisk Film,Germany,Dansk,103,4,1,0,0,0,0,0,1
3551,5500000,230266,en,Miss Julie,"Over the course of a midsummer night in Fermanagh in 1890, an unsettled daughter of the Anglo-Irish aristocracy encourages her father's valet to seduce her.",5.0330650000000015,2014-09-07,5000000,120.0,Love is a foolish game,Miss Julie,5.9,45,['Drama'],"['love triangle', 'love', 'irish', 'valet', 'woman director', '19th century']",['Maipo Film- og TV Produksjon'],"['United Kingdom', 'Norway']",2014.0,9.0,7.0,['English'],"['Jessica Chastain', 'Colin Farrell', 'Samantha Morton', 'Nora McMenamy']",Liv Ullmann,,Liv Ullmann,,5-10mil,110-120min,2010s,Drama,Maipo Film- og TV Produksjon,United Kingdom,English,156,1,1,0,0,0,0,0,1
3555,4000000,215,en,Saw II,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game...",42.187986,2005-10-28,152925093,92.0,Oh Yes... There Will Be Blood.,Saw II,6.3,1251,['Horror'],"['riddle', 'serial killer']","['Lions Gate Films', 'Got Films', 'Twisted Pictures', 'Evolution Entertainment', 'Saw 2 Productions']",['United States of America'],2005.0,10.0,28.0,['English'],"['Tobin Bell', 'Shawnee Smith', 'Donnie Wahlberg', 'Franky G', 'Glenn Plummer']",Darren Lynn Bousman,James Wan,Leigh Whannell,Charlie Clouser,0-5mil,90-100min,2000s,Horror,Lions Gate Films,United States of America,English,348,1,1,0,0,0,0,0,1
3556,15000000,333371,en,10 Cloverfield Lane,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",53.698683,2016-03-10,108286421,103.0,Monsters come in many forms.,10 Cloverfield Lane,6.8,2468,"['Thriller', 'Science Fiction', 'Drama']","['kidnapping', 'bunker', 'paranoia', 'basement', 'survivalist', 'apocalypse', 'car accident', 'captive']","['Paramount Pictures', 'Bad Robot', 'Spectrum Effects']",['United States of America'],2016.0,3.0,10.0,['English'],"['Mary Elizabeth Winstead', 'John Goodman', 'John Gallagher Jr.', 'Bradley Cooper', 'Douglas M. Griffin']",Dan Trachtenberg,,Damien Chazelle,,10-20mil,100-110min,2010s,Thriller,Paramount Pictures,United States of America,English,536,1,1,0,0,0,0,1,1
3557,5000000,9012,en,Jackass: The Movie,"Johnny Knoxville and his crazy friends appear on the big screen for the very first time in Jackass: The Movie. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on. While Johnny Knoxvile and his pals put their life at risk, they are entertaining people at the same time. Get ready for Jackass: The Movie!!",14.752587,2002-10-21,64282312,87.0,Do not attempt this at home.,Jackass: The Movie,6.1,345,"['Documentary', 'Comedy']","['disgust', 'pain', 'stunts', 'music video', 'stuntman', 'stupidity', 'shocking']","['Paramount Pictures', 'MTV Films', 'Dickhouse Productions', 'Lynch Siderow Productions']",['United States of America'],2002.0,10.0,21.0,['English'],"['Johnny Knoxville', 'Bam Margera', 'Steve-O', 'Chris Pontius', 'Dave England']",Jeff Tremaine,John Miller,Spike Jonze,,0-5mil,<90min,2000s,Documentary,Paramount Pictures,United States of America,English,397,1,1,0,0,0,0,1,1
3558,4900000,345911,en,Lights Out,"When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged.",48.170508,2016-07-21,44107032,81.0,,Lights Out,6.3,1129,"['Horror', 'Thriller']","['suicide', 'darkness', 'basement', 'based on short story', 'fear of the dark', 'ghost']","['New Line Productions', 'Matter Productions', 'Atomic Monster']",['United States of America'],2016.0,7.0,21.0,['English'],"['Teresa Palmer', 'Maria Bello', 'Gabriel Bateman', 'Alexander DiPersia', 'Alicia Vela-Bailey']",David F. Sandberg,Jack L. Murray,Eric Heisserer,Benjamin Wallfisch,0-5mil,<90min,2010s,Horror,New Line Productions,United States of America,English,407,1,1,0,0,0,0,0,1
3559,5000000,72571,en,Paranormal Activity 3,"In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home.",29.15813,2011-10-19,205703818,83.0,It Runs In The Family,Paranormal Activity 3,5.9,669,['Horror'],"['witch', 'sister sister relationship', 'sequel', 'prequel', 'haunting', 'found footage']","['Paramount Pictures', 'Blumhouse Productions', 'Room 101', 'Solana Films']",['United States of America'],2011.0,10.0,19.0,['English'],"['Katie Featherston', 'Sprague Grayden', 'Lauren Bittner', 'Christopher Nicholas Smith', 'Chloe Csengery']",Henry Joost,,,,0-5mil,<90min,2010s,Horror,Paramount Pictures,United States of America,English,131,1,1,0,0,0,0,1,1
3560,5000000,242512,en,Ouija,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,56.30466,2014-10-24,103590271,89.0,Keep telling yourself it's just a game,Ouija,4.9,983,['Horror'],"['death of a friend', 'swimming pool', 'ouija', 'ouija board', 'teenager', 'based on board game', 'ghost', 'spiritualism', 'supernatural horror']","['Universal Pictures', 'Dentsu Inc.', 'Platinum Dunes', 'Media Rights Capital', 'Blumhouse Productions', 'Fuji Television Network', 'Hasbro Studios', '5150 Action', 'White Noise Factory']","['Japan', 'United States of America']",2014.0,10.0,24.0,['English'],"['Olivia Cooke', 'Ana Coto', 'Daren Kagasoff', 'Bianca A. Santos', 'Douglas Smith']",Stiles White,,Juliet Snowden,Anton Sanko,0-5mil,<90min,2010s,Horror,Universal Pictures,Japan,English,121,1,1,0,0,0,0,1,1
3561,5000000,10072,en,A Nightmare on Elm Street 3: Dream Warriors,"It's been many years since Freddy Krueger's first victim, Nancy, came face-to-face with Freddy and his sadistic, evil ways. Now, Nancy's all grown up; she's put her frightening nightmares behind her and is helping teens cope with their dreams. Too bad Freddy's decided to herald his return by invading the kids' dreams and scaring them into committing suicide.",17.304054999999998,1987-02-27,44793222,96.0,"If you think you're ready for Freddy, think again!",A Nightmare on Elm Street 3: Dream Warriors,6.5,354,"['Horror', 'Thriller']","['group therapy', 'nightmare', 'hypnosis', 'trapped', 'alcoholic', 'mental illness', 'catholicism', 'disfigurement', 'sleepwalking', 'mental hospital', 'psychotherapist', 'dreams']","['New Line Cinema', 'Smart Egg Pictures']",['United States of America'],1987.0,2.0,27.0,['English'],"['Robert Englund', 'Patricia Arquette', 'Heather Langenkamp', 'John Saxon', 'Craig Wasson']",Chuck Russell,Wes Craven,Frank Darabont,Angelo Badalamenti,0-5mil,90-100min,1980s,Horror,New Line Cinema,United States of America,English,360,1,1,0,0,0,0,0,1
3562,5500000,211954,es,No se Aceptan Devoluciones,"Valentin is Acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of Mexico.",9.59729,2013-07-20,99067206,115.0,Life doesn't care if you're ready.,Instructions Not Included,7.5,205,"['Comedy', 'Drama']","['bachelor', 'vespa']","['Filmax', 'Signature Entertainment', 'Pinema', 'Pantelion Films']",['Mexico'],2013.0,7.0,20.0,"['Español', 'English']","['Loreto Peralta', 'Eugenio Derbez', 'Jessica Lindsey', 'Daniel Raymont', 'Hugo Stiglitz']",Eugenio Derbez,,,,5-10mil,110-120min,2010s,Comedy,Filmax,Mexico,Español,131,2,1,0,0,0,0,0,0
3563,5000000,82990,en,Paranormal Activity 4,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",20.326337,2012-10-17,142817992,95.0,It's closer than you think,Paranormal Activity 4,5.2,563,['Horror'],"['garage', 'poltergeist', 'webcam', 'imaginary friend', 'bathtub', 'tricycle', 'found footage', 'laptop computer', 'videotape', 'evil child', 'levitation', 'aftercreditsstinger', 'neighbor neighbor relationship', 'adopted child']","['Paramount Pictures', 'Blumhouse Productions', 'Room 101', 'Solana Films']",['United States of America'],2012.0,10.0,17.0,['English'],"['Katie Featherston', 'Kathryn Newton', 'Matt Shively', 'Aiden Lovekamp', 'Brady Allen']",Henry Joost,Christopher B. Landon,Christopher B. Landon,,0-5mil,90-100min,2010s,Horror,Paramount Pictures,United States of America,English,179,1,1,0,0,0,0,1,1
3564,4100000,29912,en,The Robe,"Marcellus is a tribune in the time of Christ. He is in charge of the group that is assigned to crucify Jesus. Drunk, he wins Jesus' homespun robe after the crucifixion. He is tormented by nightmares and delusions after the event. Hoping to find a way to live with what he has done, and still not believing in Jesus, he returns to Palestine to try and learn what he can of the man he killed.",4.028875,1953-09-16,36000000,135.0,The first motion picture in CinemaScope--the modern miracle you see without glasses!,The Robe,6.4,42,['Drama'],"['crucifixion', 'ancient rome']",['Twentieth Century Fox Film Corporation'],['United States of America'],1953.0,9.0,16.0,['English'],"['Richard Burton', 'Jean Simmons', 'Victor Mature', 'Jay Robinson', 'Richard Boone']",Henry Koster,,Albert Maltz,Alfred Newman,0-5mil,130-140min,1950s,Drama,Twentieth Century Fox Film Corporation,United States of America,English,390,1,1,0,0,0,0,1,1
3565,5000000,11843,en,The Return of the Pink Panther,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,6.470766,1975-05-21,41833347,113.0,,The Return of the Pink Panther,6.7,137,['Comedy'],"['robbery', 'diamant', ""côte d'azur"", 'inspector', 'panther']","['United Artists', 'Jewel Productions', 'Pimlico Films', 'Incorporated Television Company (ITC)']",['United Kingdom'],1975.0,5.0,21.0,['English'],"['Peter Sellers', 'Christopher Plummer', 'Herbert Lom', 'Catherine Schell', 'Peter Arne']",Blake Edwards,,Blake Edwards,,0-5mil,110-120min,1970s,Comedy,United Artists,United Kingdom,English,283,1,1,0,0,0,0,0,1
3566,11000000,11284,en,Freddy's Dead: The Final Nightmare,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",16.856231,1991-09-05,34872033,89.0,They saved the best for last.,Freddy's Dead: The Final Nightmare,5.1,272,"['Horror', 'Thriller', 'Comedy']","['amnesia', 'nightmare', 'alternate dimension', 'psychologist', 'memory loss', 'youth', 'killer', 'disfigurement', 'duringcreditsstinger', 'woman director', 'halfway house', 'dreams', 'memories']",['New Line Cinema'],['United States of America'],1991.0,9.0,5.0,['English'],"['Robert Englund', 'Lisa Zane', 'Shon Greenblatt', 'Lezlie Deane', 'Ricky Dean Logan']",Rachel Talalay,Michael De Luca,Michael De Luca,Brian May,10-20mil,<90min,1990s,Horror,New Line Cinema,United States of America,English,349,1,1,0,0,0,0,0,1
3567,8000000,504,en,Monster,Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.,19.683187,2003-11-16,60378584,110.0,The first female serial killer of America,Monster,7.0,485,"['Crime', 'Drama']","['female nudity', 'prostitute', 'rape', 'sexual abuse', 'desperation', 'death penalty', 'motel', 'job interview', 'based on true story', 'murder', 'betrayal', 'serial killer', 'poverty', 'prostitution', 'heartbreak', 'mental illness', 'woman director', 'ugly']",['Newmarket Films'],['United States of America'],2003.0,11.0,16.0,['English'],"['Charlize Theron', 'Christina Ricci', 'Bruce Dern', 'Lee Tergesen', 'Annie Corley']",Patty Jenkins,Andreas Grosch,Patty Jenkins,BT,5-10mil,100-110min,2000s,Crime,Newmarket Films,United States of America,English,158,1,1,0,0,0,0,0,1
3568,5000000,173,en,"20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",9.358197,1954-12-23,28200000,127.0,The mightiest motion picture of them all!,"20,000 Leagues Under the Sea",6.8,157,"['Adventure', 'Drama', 'Science Fiction']","['diving', 'ocean', 'submarine', 'jules verne', 'captain', 'atlantis', 'deep sea', 'war ship', 'diving suit', 'harpoon', 'ship', 'war', 'scuba diving', 'underwater', 'scuba', 'captain nemo', 'giant  squid']",['Walt Disney Productions'],['United States of America'],1954.0,12.0,23.0,['English'],"['Kirk Douglas', 'James Mason', 'Paul Lukas', 'Peter Lorre', 'Robert J. Wilke']",Richard Fleischer,,Earl Felton,Paul J. Smith,0-5mil,120-130min,1950s,Adventure,Walt Disney Productions,United States of America,English,132,1,1,0,0,0,0,0,1
3569,5000000,227348,en,Paranormal Activity: The Marked Ones,"Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul.",19.984477,2014-01-01,86362372,84.0,You're one of us now.,Paranormal Activity: The Marked Ones,5.2,449,"['Horror', 'Thriller']","['supernatural', 'demon', 'found footage']","['Blumhouse Productions', 'Room 101', 'Solana Films']",['United States of America'],2014.0,1.0,1.0,['English'],"['Andrew Jacobs', 'Richard Cabral', 'Carlos Pratts', 'Eddie J. Fernandez', 'Jorge Diaz']",Christopher B. Landon,,,,0-5mil,<90min,2010s,Horror,Blumhouse Productions,United States of America,English,247,1,1,0,0,0,0,0,1
3570,5000000,1955,en,The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",30.271066,1980-10-02,26010864,124.0,I am not an animal! I am a human being! I... am... a man!,The Elephant Man,7.9,719,"['Drama', 'History']","['exploitation', 'biography', 'hospital', 'curiosity', 'sideshow', 'disfigurement', 'physical deformity', 'freak', '19th century', 'dignity']",['Brooksfilms'],"['United Kingdom', 'United States of America']",1980.0,10.0,2.0,['English'],"['Anthony Hopkins', 'John Hurt', 'Anne Bancroft', 'John Gielgud', 'Wendy Hiller']",David Lynch,Mel Brooks,David Lynch,John Morris,0-5mil,120-130min,1980s,Drama,Brooksfilms,United Kingdom,English,326,1,1,0,0,0,0,0,1
3571,5000000,152532,en,Dallas Buyers Club,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",59.454473,2013-09-07,55198285,117.0,Sometimes it takes a hustler to change the world,Dallas Buyers Club,7.9,2886,"['Drama', 'History']","['women', 'aids', 'biography', 'based on true story', 'hiv', 'drug', '1980s']","['Universal Studios', 'Universal Pictures', 'Voltage Pictures', 'Truth Entertainment']",['United States of America'],2013.0,9.0,7.0,"['English', '日本語']","['Matthew McConaughey', 'Jennifer Garner', 'Jared Leto', ""Denis O'Hare"", 'Steve Zahn']",Jean-Marc Vallée,Holly Wiersma,Melisa Wallack,,0-5mil,110-120min,2010s,Drama,Universal Studios,United States of America,English,167,2,1,0,0,0,0,1,1
3572,3300000,243940,en,The Lazarus Effect,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.",20.304235,2015-01-29,64110728,83.0,Evil will rise.,The Lazarus Effect,5.1,505,"['Thriller', 'Horror']","['terror', 'experiment', 'afterlife', 'paranormal', 'violence', 'death', 'evil', 'researcher', 'possesion']","['Lionsgate', 'Blumhouse Productions', 'Chapter One Films']",['United States of America'],2015.0,1.0,29.0,['English'],"['Olivia Wilde', 'Mark Duplass', 'Donald Glover', 'Evan Peters', 'Sarah Bolger']",David Gelb,,Luke Dawson,,0-5mil,<90min,2010s,Thriller,Lionsgate,United States of America,English,466,1,1,0,0,0,0,1,1
3573,9000000,77,en,Memento,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",60.715151,2000-10-11,39723096,113.0,Some memories are best forgotten.,Memento,8.1,4028,"['Mystery', 'Thriller']","['individual', 'insulin', 'tattoo', 'waitress', 'amnesia', 'motel', 'insurance salesman', 'revenge', 'memory loss', 'polaroid', 'flashback', 'neo-noir']","['Summit Entertainment', 'Newmarket Capital Group', 'Team Todd', 'I Remember Productions']",['United States of America'],2000.0,10.0,11.0,['English'],"['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano', 'Mark Boone Junior', 'Stephen Tobolowsky']",Christopher Nolan,Aaron Ryder,Christopher Nolan,David Julyan,5-10mil,110-120min,2000s,Mystery,Summit Entertainment,United States of America,English,436,1,1,1,1,1,0,1,1
3574,5000000,157547,en,Oculus,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,35.871248,2013-09-08,44030246,104.0,You see what it wants you to see,Oculus,6.3,1050,['Horror'],"['hallucination', 'supernatural', 'mirror', 'skepticism', 'ghost']","['Intrepid Pictures', 'Blumhouse Productions', 'Relativity Media', 'WWE Studios', 'MICA Entertainment']",['United States of America'],2013.0,9.0,8.0,['English'],"['Karen Gillan', 'Brenton Thwaites', 'Katee Sackhoff', 'James Lafferty', 'Rory Cochrane']",Mike Flanagan,,Mike Flanagan,Andrew Grush,0-5mil,100-110min,2010s,Horror,Intrepid Pictures,United States of America,English,128,1,1,0,0,0,0,0,1
3575,5000000,2295,en,Clerks II,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",18.077963,2006-05-25,26888376,97.0,With No Power Comes No Responsibility,Clerks II,6.9,398,['Comedy'],"['independent film', 'aftercreditsstinger', 'duringcreditsstinger']","['The Weinstein Company', 'View Askew Productions']",['United States of America'],2006.0,5.0,25.0,['English'],"[""Brian O'Halloran"", 'Jeff Anderson', 'Jason Mewes', 'Kevin Smith', 'Rosario Dawson']",Kevin Smith,,Kevin Smith,James L. Venable,0-5mil,90-100min,2000s,Comedy,The Weinstein Company,United States of America,English,170,1,1,0,0,0,0,0,1
3576,5000000,71,en,Billy Elliot,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!",20.428237,2000-05-18,110000000,110.0,Inside every one of us is a special talent waiting to come out. The trick is finding it.,Billy Elliot,7.4,750,"['Drama', 'Comedy', 'Music']","[""workers' quarter"", 'dancing class', 'strike', 'northern england', 'scholarship', 'ballet']","['BBC Films', 'Tiger Aspect Productions', 'StudioCanal', 'Arts Council of England', 'Working Title Films', 'WT2 Productions']","['France', 'United Kingdom']",2000.0,5.0,18.0,['English'],"['Jamie Bell', 'Julie Walters', 'Jean Heywood', 'Jamie Draven', 'Gary Lewis']",Stephen Daldry,,,Stephen Warbeck,0-5mil,100-110min,2000s,Drama,BBC Films,France,English,276,1,1,0,0,0,0,0,0
